Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"assert displayedUsername.equalsIgnoreCase(""AquaBotol1"")",,,,2024-02-13 22:10:28,2024-02-13 22:10:28,0.016s,PASSED
"tap(findTestObject(""Object Repository/Checkout/ImageView.SearchButton""), 10)",,,,2024-02-13 22:10:28,2024-02-13 22:10:28,0.284s,PASSED
"setText(findTestObject(""Object Repository/Checkout/EditText.Search""), ""HP"", 10)",,,,2024-02-13 22:10:28,2024-02-13 22:10:30,2.107s,PASSED
"tap(findTestObject(""Object Repository/Checkout/ImageView.SearchGo""), 10)",,,,2024-02-13 22:10:30,2024-02-13 22:10:31,0.663s,PASSED
"tap(findTestObject(""Object Repository/Checkout/RelativeLayout.SecondItem""), 10)",,,,2024-02-13 22:10:31,2024-02-13 22:10:34,3.646s,PASSED
"tap(findTestObject(""Object Repository/Checkout/Button.AddToCart""), 10)",,,,2024-02-13 22:10:34,2024-02-13 22:10:35,1.108s,PASSED
"tap(findTestObject(""Object Repository/Checkout/android.widget.ImageView""), 10)",,,,2024-02-13 22:10:35,2024-02-13 22:10:38,2.441s,PASSED
"tap(findTestObject(""Object Repository/Checkout/android.widget.Button - CHECKOUT (PAY 13.99)""), 10)",,,,2024-02-13 22:10:38,2024-02-13 22:10:40,2.004s,PASSED
"tap(findTestObject(""Object Repository/Checkout/LinearLayout.EditPayment""), 10)",,,,2024-02-13 22:10:40,2024-02-13 22:10:51,11.432s,FAILED
,,,,,,,
Test Cases/Checkout/TC - Search Item,,,,2024-02-13 22:10:51,2024-02-13 22:11:09,17.680s,PASSED
"startApplication(""D:\BFLP\Bootcamp\Materi\Advantage+demo+3.2.apk"", true)",,,,2024-02-13 22:10:51,2024-02-13 22:11:03,11.228s,PASSED
"tap(findTestObject(""Object Repository/Checkout/ImageView.SearchButton""), 10)",,,,2024-02-13 22:11:03,2024-02-13 22:11:03,0.724s,PASSED
"setText(findTestObject(""Object Repository/Checkout/EditText.Search""), item, 10)",,,,2024-02-13 22:11:03,2024-02-13 22:11:06,2.993s,PASSED
"tap(findTestObject(""Object Repository/Checkout/ImageView.SearchGo""), 10)",,,,2024-02-13 22:11:06,2024-02-13 22:11:07,0.988s,PASSED
closeApplication(),,,,2024-02-13 22:11:07,2024-02-13 22:11:09,1.635s,PASSED
,,,,,,,
Test Cases/Checkout/TC - Search Item,,,,2024-02-13 22:11:09,2024-02-13 22:11:34,24.771s,PASSED
"startApplication(""D:\BFLP\Bootcamp\Materi\Advantage+demo+3.2.apk"", true)",,,,2024-02-13 22:11:09,2024-02-13 22:11:25,16.218s,PASSED
"tap(findTestObject(""Object Repository/Checkout/ImageView.SearchButton""), 10)",,,,2024-02-13 22:11:25,2024-02-13 22:11:26,1.016s,PASSED
"setText(findTestObject(""Object Repository/Checkout/EditText.Search""), item, 10)",,,,2024-02-13 22:11:26,2024-02-13 22:11:30,3.405s,PASSED
"tap(findTestObject(""Object Repository/Checkout/ImageView.SearchGo""), 10)",,,,2024-02-13 22:11:30,2024-02-13 22:11:31,1.049s,PASSED
closeApplication(),,,,2024-02-13 22:11:31,2024-02-13 22:11:34,3.048s,PASSED
,,,,,,,
Test Cases/Checkout/TC - Search Item,,,,2024-02-13 22:11:34,2024-02-13 22:12:04,29.750s,FAILED
"startApplication(""D:\BFLP\Bootcamp\Materi\Advantage+demo+3.2.apk"", true)",,,,2024-02-13 22:11:34,2024-02-13 22:11:52,17.764s,PASSED
"tap(findTestObject(""Object Repository/Checkout/ImageView.SearchButton""), 10)",,,,2024-02-13 22:11:52,2024-02-13 22:11:53,1.060s,PASSED
"setText(findTestObject(""Object Repository/Checkout/EditText.Search""), item, 10)",,,,2024-02-13 22:11:53,2024-02-13 22:12:04,10.901s,FAILED
